,id,value,date,type,event_id,event_type,datetime
0,26035,1006.68,2021-02-09T18:31:55.905Z,pressure,6,cough,2021-02-09 18:31:55.905
1,26166,26.64,2021-02-09T18:31:55.906Z,temperature,6,cough,2021-02-09 18:31:55.906
2,26034,1006.66,2021-02-09T18:31:55.944Z,pressure,6,cough,2021-02-09 18:31:55.944
3,26165,26.57,2021-02-09T18:31:55.961Z,temperature,6,cough,2021-02-09 18:31:55.961
4,26033,1006.64,2021-02-09T18:31:55.983Z,pressure,6,cough,2021-02-09 18:31:55.983
5,26164,26.49,2021-02-09T18:31:56.017Z,temperature,6,cough,2021-02-09 18:31:56.017
6,26032,1006.63,2021-02-09T18:31:56.023Z,pressure,6,cough,2021-02-09 18:31:56.023
7,26031,1006.67,2021-02-09T18:31:56.062Z,pressure,6,cough,2021-02-09 18:31:56.062
8,26163,26.38,2021-02-09T18:31:56.072Z,temperature,6,cough,2021-02-09 18:31:56.072
9,26030,1006.68,2021-02-09T18:31:56.101Z,pressure,6,cough,2021-02-09 18:31:56.101
10,26162,26.36,2021-02-09T18:31:56.127Z,temperature,6,cough,2021-02-09 18:31:56.127
11,26029,1006.73,2021-02-09T18:31:56.141Z,pressure,6,cough,2021-02-09 18:31:56.141
12,26028,1006.64,2021-02-09T18:31:56.180Z,pressure,6,cough,2021-02-09 18:31:56.180
13,26161,26.34,2021-02-09T18:31:56.182Z,temperature,6,cough,2021-02-09 18:31:56.182
14,26027,1006.69,2021-02-09T18:31:56.219Z,pressure,6,cough,2021-02-09 18:31:56.219
15,26160,26.26,2021-02-09T18:31:56.237Z,temperature,6,cough,2021-02-09 18:31:56.237
16,26026,1006.66,2021-02-09T18:31:56.258Z,pressure,6,cough,2021-02-09 18:31:56.258
17,26159,26.34,2021-02-09T18:31:56.292Z,temperature,6,cough,2021-02-09 18:31:56.292
18,26025,1006.66,2021-02-09T18:31:56.298Z,pressure,6,cough,2021-02-09 18:31:56.298
19,26024,1006.62,2021-02-09T18:31:56.337Z,pressure,6,cough,2021-02-09 18:31:56.337
20,26158,26.27,2021-02-09T18:31:56.347Z,temperature,6,cough,2021-02-09 18:31:56.347
21,26023,1006.65,2021-02-09T18:31:56.376Z,pressure,6,cough,2021-02-09 18:31:56.376
22,26157,26.23,2021-02-09T18:31:56.402Z,temperature,6,cough,2021-02-09 18:31:56.402
23,26022,1006.61,2021-02-09T18:31:56.416Z,pressure,6,cough,2021-02-09 18:31:56.416
24,26021,1006.67,2021-02-09T18:31:56.455Z,pressure,6,cough,2021-02-09 18:31:56.455
25,26156,26.19,2021-02-09T18:31:56.457Z,temperature,6,cough,2021-02-09 18:31:56.457
26,26020,1006.66,2021-02-09T18:31:56.494Z,pressure,6,cough,2021-02-09 18:31:56.494
27,26155,26.15,2021-02-09T18:31:56.512Z,temperature,6,cough,2021-02-09 18:31:56.512
28,26019,1006.64,2021-02-09T18:31:56.534Z,pressure,6,cough,2021-02-09 18:31:56.534
29,26154,26.13,2021-02-09T18:31:56.567Z,temperature,6,cough,2021-02-09 18:31:56.567
30,26018,1006.65,2021-02-09T18:31:56.573Z,pressure,6,cough,2021-02-09 18:31:56.573
31,26017,1006.67,2021-02-09T18:31:56.612Z,pressure,6,cough,2021-02-09 18:31:56.612
32,26153,26.12,2021-02-09T18:31:56.622Z,temperature,6,cough,2021-02-09 18:31:56.622
33,26016,1006.64,2021-02-09T18:31:56.652Z,pressure,6,cough,2021-02-09 18:31:56.652
34,26152,26.09,2021-02-09T18:31:56.677Z,temperature,6,cough,2021-02-09 18:31:56.677
35,26015,1006.66,2021-02-09T18:31:56.691Z,pressure,6,cough,2021-02-09 18:31:56.691
36,26014,1006.66,2021-02-09T18:31:56.730Z,pressure,6,cough,2021-02-09 18:31:56.730
37,26151,26.07,2021-02-09T18:31:56.732Z,temperature,6,cough,2021-02-09 18:31:56.732
38,26013,1006.64,2021-02-09T18:31:56.769Z,pressure,6,cough,2021-02-09 18:31:56.769
39,26150,26.01,2021-02-09T18:31:56.787Z,temperature,6,cough,2021-02-09 18:31:56.787
40,26012,1006.71,2021-02-09T18:31:56.809Z,pressure,6,cough,2021-02-09 18:31:56.809
41,26149,26.02,2021-02-09T18:31:56.842Z,temperature,6,cough,2021-02-09 18:31:56.842
42,26011,1006.72,2021-02-09T18:31:56.848Z,pressure,6,cough,2021-02-09 18:31:56.848
43,26010,1006.71,2021-02-09T18:31:56.887Z,pressure,6,cough,2021-02-09 18:31:56.887
44,26148,26.04,2021-02-09T18:31:56.897Z,temperature,6,cough,2021-02-09 18:31:56.897
45,26009,1006.71,2021-02-09T18:31:56.927Z,pressure,6,cough,2021-02-09 18:31:56.927
46,26147,26.06,2021-02-09T18:31:56.952Z,temperature,6,cough,2021-02-09 18:31:56.952
47,26008,1006.71,2021-02-09T18:31:56.966Z,pressure,6,cough,2021-02-09 18:31:56.966
48,26007,1006.68,2021-02-09T18:31:57.005Z,pressure,6,cough,2021-02-09 18:31:57.005
49,26146,26.09,2021-02-09T18:31:57.007Z,temperature,6,cough,2021-02-09 18:31:57.007
50,26006,1006.61,2021-02-09T18:31:57.045Z,pressure,6,cough,2021-02-09 18:31:57.045
51,26145,26.06,2021-02-09T18:31:57.062Z,temperature,6,cough,2021-02-09 18:31:57.062
52,26005,1006.68,2021-02-09T18:31:57.084Z,pressure,6,cough,2021-02-09 18:31:57.084
53,26144,26.13,2021-02-09T18:31:57.117Z,temperature,6,cough,2021-02-09 18:31:57.117
54,26004,1006.69,2021-02-09T18:31:57.123Z,pressure,6,cough,2021-02-09 18:31:57.123
55,26003,1006.69,2021-02-09T18:31:57.163Z,pressure,6,cough,2021-02-09 18:31:57.163
56,26143,26.11,2021-02-09T18:31:57.172Z,temperature,6,cough,2021-02-09 18:31:57.172
57,26002,1006.72,2021-02-09T18:31:57.202Z,pressure,6,cough,2021-02-09 18:31:57.202
58,26142,26.15,2021-02-09T18:31:57.227Z,temperature,6,cough,2021-02-09 18:31:57.227
59,26001,1006.68,2021-02-09T18:31:57.241Z,pressure,6,cough,2021-02-09 18:31:57.241
60,26000,1006.7,2021-02-09T18:31:57.280Z,pressure,6,cough,2021-02-09 18:31:57.280
61,26141,26.13,2021-02-09T18:31:57.282Z,temperature,6,cough,2021-02-09 18:31:57.282
62,25999,1006.61,2021-02-09T18:31:57.320Z,pressure,6,cough,2021-02-09 18:31:57.320
