,id,value,date,type,event_id,event_type,datetime
0,26420,1006.67,2021-02-09T18:32:03.724Z,pressure,7,cough,2021-02-09 18:32:03.724
1,26320,29.06,2021-02-09T18:32:03.741Z,temperature,7,cough,2021-02-09 18:32:03.741
2,26419,1006.67,2021-02-09T18:32:03.763Z,pressure,7,cough,2021-02-09 18:32:03.763
3,26319,29.23,2021-02-09T18:32:03.796Z,temperature,7,cough,2021-02-09 18:32:03.796
4,26418,1006.66,2021-02-09T18:32:03.802Z,pressure,7,cough,2021-02-09 18:32:03.802
5,26417,1006.67,2021-02-09T18:32:03.841Z,pressure,7,cough,2021-02-09 18:32:03.841
6,26318,29.27,2021-02-09T18:32:03.851Z,temperature,7,cough,2021-02-09 18:32:03.851
7,26416,1006.66,2021-02-09T18:32:03.881Z,pressure,7,cough,2021-02-09 18:32:03.881
8,26317,29.3,2021-02-09T18:32:03.906Z,temperature,7,cough,2021-02-09 18:32:03.906
9,26415,1006.69,2021-02-09T18:32:03.920Z,pressure,7,cough,2021-02-09 18:32:03.920
10,26414,1006.68,2021-02-09T18:32:03.959Z,pressure,7,cough,2021-02-09 18:32:03.959
11,26316,29.27,2021-02-09T18:32:03.962Z,temperature,7,cough,2021-02-09 18:32:03.962
12,26413,1006.69,2021-02-09T18:32:03.999Z,pressure,7,cough,2021-02-09 18:32:03.999
13,26315,29.19,2021-02-09T18:32:04.017Z,temperature,7,cough,2021-02-09 18:32:04.017
14,26412,1006.71,2021-02-09T18:32:04.038Z,pressure,7,cough,2021-02-09 18:32:04.038
15,26314,29.04,2021-02-09T18:32:04.072Z,temperature,7,cough,2021-02-09 18:32:04.072
16,26411,1006.66,2021-02-09T18:32:04.077Z,pressure,7,cough,2021-02-09 18:32:04.077
17,26410,1006.69,2021-02-09T18:32:04.116Z,pressure,7,cough,2021-02-09 18:32:04.116
18,26313,28.94,2021-02-09T18:32:04.127Z,temperature,7,cough,2021-02-09 18:32:04.127
19,26409,1006.69,2021-02-09T18:32:04.156Z,pressure,7,cough,2021-02-09 18:32:04.156
20,26312,28.82,2021-02-09T18:32:04.182Z,temperature,7,cough,2021-02-09 18:32:04.182
21,26408,1006.66,2021-02-09T18:32:04.195Z,pressure,7,cough,2021-02-09 18:32:04.195
22,26407,1006.7,2021-02-09T18:32:04.234Z,pressure,7,cough,2021-02-09 18:32:04.234
23,26311,28.73,2021-02-09T18:32:04.237Z,temperature,7,cough,2021-02-09 18:32:04.237
24,26406,1006.65,2021-02-09T18:32:04.274Z,pressure,7,cough,2021-02-09 18:32:04.274
25,26310,28.61,2021-02-09T18:32:04.292Z,temperature,7,cough,2021-02-09 18:32:04.292
26,26405,1006.64,2021-02-09T18:32:04.313Z,pressure,7,cough,2021-02-09 18:32:04.313
27,26309,28.53,2021-02-09T18:32:04.347Z,temperature,7,cough,2021-02-09 18:32:04.347
28,26404,1006.64,2021-02-09T18:32:04.352Z,pressure,7,cough,2021-02-09 18:32:04.352
29,26403,1006.64,2021-02-09T18:32:04.391Z,pressure,7,cough,2021-02-09 18:32:04.391
30,26308,28.45,2021-02-09T18:32:04.402Z,temperature,7,cough,2021-02-09 18:32:04.402
31,26402,1006.7,2021-02-09T18:32:04.431Z,pressure,7,cough,2021-02-09 18:32:04.431
32,26307,28.28,2021-02-09T18:32:04.457Z,temperature,7,cough,2021-02-09 18:32:04.457
