,id,value,date,type,event_id,event_type,datetime,start_time
0,20012,1024.96,2021-02-11T01:37:39.912Z,pressure,11,talking,37:39.9,2021-02-11T01:37:39.912Z
1,20119,32.27,2021-02-11T01:37:39.935Z,temperature,11,talking,37:39.9,2021-02-11T01:37:39.912Z
2,20011,1024.94,2021-02-11T01:37:39.953Z,pressure,11,talking,37:40.0,2021-02-11T01:37:39.912Z
3,20118,32.28,2021-02-11T01:37:39.990Z,temperature,11,talking,37:40.0,2021-02-11T01:37:39.912Z
4,20010,1024.98,2021-02-11T01:37:39.994Z,pressure,11,talking,37:40.0,2021-02-11T01:37:39.912Z
5,20009,1024.94,2021-02-11T01:37:40.035Z,pressure,11,talking,37:40.0,2021-02-11T01:37:39.912Z
6,20117,32.3,2021-02-11T01:37:40.045Z,temperature,11,talking,37:40.0,2021-02-11T01:37:39.912Z
7,20008,1024.97,2021-02-11T01:37:40.077Z,pressure,11,talking,37:40.1,2021-02-11T01:37:39.912Z
8,20116,32.25,2021-02-11T01:37:40.100Z,temperature,11,talking,37:40.1,2021-02-11T01:37:39.912Z
9,20007,1025,2021-02-11T01:37:40.118Z,pressure,11,talking,37:40.1,2021-02-11T01:37:39.912Z
10,20115,32.25,2021-02-11T01:37:40.155Z,temperature,11,talking,37:40.2,2021-02-11T01:37:39.912Z
11,20006,1024.97,2021-02-11T01:37:40.159Z,pressure,11,talking,37:40.2,2021-02-11T01:37:39.912Z
12,20005,1024.94,2021-02-11T01:37:40.201Z,pressure,11,talking,37:40.2,2021-02-11T01:37:39.912Z
13,20114,32.23,2021-02-11T01:37:40.210Z,temperature,11,talking,37:40.2,2021-02-11T01:37:39.912Z
14,20004,1024.97,2021-02-11T01:37:40.242Z,pressure,11,talking,37:40.2,2021-02-11T01:37:39.912Z
15,20113,32.24,2021-02-11T01:37:40.265Z,temperature,11,talking,37:40.3,2021-02-11T01:37:39.912Z
16,20003,1024.95,2021-02-11T01:37:40.283Z,pressure,11,talking,37:40.3,2021-02-11T01:37:39.912Z
17,20112,32.29,2021-02-11T01:37:40.320Z,temperature,11,talking,37:40.3,2021-02-11T01:37:39.912Z
18,20002,1024.96,2021-02-11T01:37:40.324Z,pressure,11,talking,37:40.3,2021-02-11T01:37:39.912Z
19,20001,1024.93,2021-02-11T01:37:40.366Z,pressure,11,talking,37:40.4,2021-02-11T01:37:39.912Z
20,20111,32.27,2021-02-11T01:37:40.375Z,temperature,11,talking,37:40.4,2021-02-11T01:37:39.912Z
21,20000,1024.9,2021-02-11T01:37:40.407Z,pressure,11,talking,37:40.4,2021-02-11T01:37:39.912Z
22,20110,32.27,2021-02-11T01:37:40.430Z,temperature,11,talking,37:40.4,2021-02-11T01:37:39.912Z
23,19999,1024.93,2021-02-11T01:37:40.448Z,pressure,11,talking,37:40.4,2021-02-11T01:37:39.912Z
24,20109,32.26,2021-02-11T01:37:40.485Z,temperature,11,talking,37:40.5,2021-02-11T01:37:39.912Z
25,19998,1024.92,2021-02-11T01:37:40.490Z,pressure,11,talking,37:40.5,2021-02-11T01:37:39.912Z
26,19997,1024.86,2021-02-11T01:37:40.531Z,pressure,11,talking,37:40.5,2021-02-11T01:37:39.912Z
27,20108,32.22,2021-02-11T01:37:40.540Z,temperature,11,talking,37:40.5,2021-02-11T01:37:39.912Z
28,19996,1024.89,2021-02-11T01:37:40.572Z,pressure,11,talking,37:40.6,2021-02-11T01:37:39.912Z
29,20107,32.23,2021-02-11T01:37:40.595Z,temperature,11,talking,37:40.6,2021-02-11T01:37:39.912Z
30,19995,1024.9,2021-02-11T01:37:40.613Z,pressure,11,talking,37:40.6,2021-02-11T01:37:39.912Z
31,20106,32.26,2021-02-11T01:37:40.650Z,temperature,11,talking,37:40.7,2021-02-11T01:37:39.912Z
32,19994,1024.85,2021-02-11T01:37:40.655Z,pressure,11,talking,37:40.7,2021-02-11T01:37:39.912Z
33,19993,1024.81,2021-02-11T01:37:40.696Z,pressure,11,talking,37:40.7,2021-02-11T01:37:39.912Z
34,20105,32.27,2021-02-11T01:37:40.705Z,temperature,11,talking,37:40.7,2021-02-11T01:37:39.912Z
35,19992,1024.73,2021-02-11T01:37:40.737Z,pressure,11,talking,37:40.7,2021-02-11T01:37:39.912Z
36,20104,32.24,2021-02-11T01:37:40.760Z,temperature,11,talking,37:40.8,2021-02-11T01:37:39.912Z
37,19991,1024.74,2021-02-11T01:37:40.779Z,pressure,11,talking,37:40.8,2021-02-11T01:37:39.912Z
38,20103,32.25,2021-02-11T01:37:40.815Z,temperature,11,talking,37:40.8,2021-02-11T01:37:39.912Z
39,19990,1024.76,2021-02-11T01:37:40.820Z,pressure,11,talking,37:40.8,2021-02-11T01:37:39.912Z
40,19989,1024.74,2021-02-11T01:37:40.861Z,pressure,11,talking,37:40.9,2021-02-11T01:37:39.912Z
41,20102,32.25,2021-02-11T01:37:40.870Z,temperature,11,talking,37:40.9,2021-02-11T01:37:39.912Z
42,19988,1024.72,2021-02-11T01:37:40.903Z,pressure,11,talking,37:40.9,2021-02-11T01:37:39.912Z
43,20101,32.28,2021-02-11T01:37:40.925Z,temperature,11,talking,37:40.9,2021-02-11T01:37:39.912Z
44,19987,1024.72,2021-02-11T01:37:40.944Z,pressure,11,talking,37:40.9,2021-02-11T01:37:39.912Z
45,20100,32.26,2021-02-11T01:37:40.980Z,temperature,11,talking,37:41.0,2021-02-11T01:37:39.912Z
46,19986,1024.73,2021-02-11T01:37:40.985Z,pressure,11,talking,37:41.0,2021-02-11T01:37:39.912Z
47,19985,1024.71,2021-02-11T01:37:41.026Z,pressure,11,talking,37:41.0,2021-02-11T01:37:39.912Z
48,20099,32.23,2021-02-11T01:37:41.035Z,temperature,11,talking,37:41.0,2021-02-11T01:37:39.912Z
49,19984,1024.69,2021-02-11T01:37:41.068Z,pressure,11,talking,37:41.1,2021-02-11T01:37:39.912Z
50,20098,32.24,2021-02-11T01:37:41.090Z,temperature,11,talking,37:41.1,2021-02-11T01:37:39.912Z
51,19983,1024.73,2021-02-11T01:37:41.109Z,pressure,11,talking,37:41.1,2021-02-11T01:37:39.912Z
52,20097,32.29,2021-02-11T01:37:41.145Z,temperature,11,talking,37:41.1,2021-02-11T01:37:39.912Z
53,19982,1024.73,2021-02-11T01:37:41.150Z,pressure,11,talking,37:41.1,2021-02-11T01:37:39.912Z
54,19981,1024.71,2021-02-11T01:37:41.192Z,pressure,11,talking,37:41.2,2021-02-11T01:37:39.912Z
55,20096,32.23,2021-02-11T01:37:41.200Z,temperature,11,talking,37:41.2,2021-02-11T01:37:39.912Z
56,19980,1024.72,2021-02-11T01:37:41.233Z,pressure,11,talking,37:41.2,2021-02-11T01:37:39.912Z
57,20095,32.22,2021-02-11T01:37:41.255Z,temperature,11,talking,37:41.3,2021-02-11T01:37:39.912Z
58,19979,1024.71,2021-02-11T01:37:41.274Z,pressure,11,talking,37:41.3,2021-02-11T01:37:39.912Z
59,20094,32.25,2021-02-11T01:37:41.310Z,temperature,11,talking,37:41.3,2021-02-11T01:37:39.912Z
60,19978,1024.7,2021-02-11T01:37:41.315Z,pressure,11,talking,37:41.3,2021-02-11T01:37:39.912Z
61,19977,1024.7,2021-02-11T01:37:41.357Z,pressure,11,talking,37:41.4,2021-02-11T01:37:39.912Z
62,20093,32.3,2021-02-11T01:37:41.365Z,temperature,11,talking,37:41.4,2021-02-11T01:37:39.912Z
63,19976,1024.67,2021-02-11T01:37:41.398Z,pressure,11,talking,37:41.4,2021-02-11T01:37:39.912Z
64,20092,32.27,2021-02-11T01:37:41.420Z,temperature,11,talking,37:41.4,2021-02-11T01:37:39.912Z
65,19975,1024.72,2021-02-11T01:37:41.439Z,pressure,11,talking,37:41.4,2021-02-11T01:37:39.912Z
66,20091,32.28,2021-02-11T01:37:41.475Z,temperature,11,talking,37:41.5,2021-02-11T01:37:39.912Z
67,19974,1024.79,2021-02-11T01:37:41.481Z,pressure,11,talking,37:41.5,2021-02-11T01:37:39.912Z
68,19973,1024.91,2021-02-11T01:37:41.522Z,pressure,11,talking,37:41.5,2021-02-11T01:37:39.912Z
69,20090,32.27,2021-02-11T01:37:41.530Z,temperature,11,talking,37:41.5,2021-02-11T01:37:39.912Z
70,19972,1025.02,2021-02-11T01:37:41.563Z,pressure,11,talking,37:41.6,2021-02-11T01:37:39.912Z
71,20089,32.28,2021-02-11T01:37:41.585Z,temperature,11,talking,37:41.6,2021-02-11T01:37:39.912Z
72,19971,1025.09,2021-02-11T01:37:41.604Z,pressure,11,talking,37:41.6,2021-02-11T01:37:39.912Z
73,20088,32.29,2021-02-11T01:37:41.640Z,temperature,11,talking,37:41.6,2021-02-11T01:37:39.912Z
74,19970,1025.1,2021-02-11T01:37:41.646Z,pressure,11,talking,37:41.6,2021-02-11T01:37:39.912Z
75,19969,1025.14,2021-02-11T01:37:41.687Z,pressure,11,talking,37:41.7,2021-02-11T01:37:39.912Z
76,20087,32.28,2021-02-11T01:37:41.695Z,temperature,11,talking,37:41.7,2021-02-11T01:37:39.912Z
77,19968,1025.14,2021-02-11T01:37:41.728Z,pressure,11,talking,37:41.7,2021-02-11T01:37:39.912Z
78,20086,32.31,2021-02-11T01:37:41.750Z,temperature,11,talking,37:41.7,2021-02-11T01:37:39.912Z
79,19967,1025.12,2021-02-11T01:37:41.770Z,pressure,11,talking,37:41.8,2021-02-11T01:37:39.912Z
80,20085,32.27,2021-02-11T01:37:41.805Z,temperature,11,talking,37:41.8,2021-02-11T01:37:39.912Z
81,19966,1025.09,2021-02-11T01:37:41.811Z,pressure,11,talking,37:41.8,2021-02-11T01:37:39.912Z
82,19965,1025.13,2021-02-11T01:37:41.852Z,pressure,11,talking,37:41.9,2021-02-11T01:37:39.912Z
83,20084,32.3,2021-02-11T01:37:41.860Z,temperature,11,talking,37:41.9,2021-02-11T01:37:39.912Z
84,19964,1025.18,2021-02-11T01:37:41.893Z,pressure,11,talking,37:41.9,2021-02-11T01:37:39.912Z
85,20083,32.29,2021-02-11T01:37:41.915Z,temperature,11,talking,37:41.9,2021-02-11T01:37:39.912Z
86,19963,1025.16,2021-02-11T01:37:41.935Z,pressure,11,talking,37:41.9,2021-02-11T01:37:39.912Z
87,20082,32.28,2021-02-11T01:37:41.970Z,temperature,11,talking,37:42.0,2021-02-11T01:37:39.912Z
88,19962,1025.17,2021-02-11T01:37:41.976Z,pressure,11,talking,37:42.0,2021-02-11T01:37:39.912Z
89,19961,1025.14,2021-02-11T01:37:42.017Z,pressure,11,talking,37:42.0,2021-02-11T01:37:39.912Z
90,20081,32.29,2021-02-11T01:37:42.025Z,temperature,11,talking,37:42.0,2021-02-11T01:37:39.912Z
91,19960,1025.15,2021-02-11T01:37:42.059Z,pressure,11,talking,37:42.1,2021-02-11T01:37:39.912Z
92,20080,32.29,2021-02-11T01:37:42.080Z,temperature,11,talking,37:42.1,2021-02-11T01:37:39.912Z
93,19959,1025.18,2021-02-11T01:37:42.100Z,pressure,11,talking,37:42.1,2021-02-11T01:37:39.912Z
94,20079,32.27,2021-02-11T01:37:42.135Z,temperature,11,talking,37:42.1,2021-02-11T01:37:39.912Z
95,19958,1025.13,2021-02-11T01:37:42.141Z,pressure,11,talking,37:42.1,2021-02-11T01:37:39.912Z
96,19957,1025.17,2021-02-11T01:37:42.182Z,pressure,11,talking,37:42.2,2021-02-11T01:37:39.912Z
97,20078,32.19,2021-02-11T01:37:42.190Z,temperature,11,talking,37:42.2,2021-02-11T01:37:39.912Z
98,19956,1025.11,2021-02-11T01:37:42.224Z,pressure,11,talking,37:42.2,2021-02-11T01:37:39.912Z
99,20077,32.08,2021-02-11T01:37:42.245Z,temperature,11,talking,37:42.2,2021-02-11T01:37:39.912Z
100,19955,1025.16,2021-02-11T01:37:42.265Z,pressure,11,talking,37:42.3,2021-02-11T01:37:39.912Z
101,20076,32,2021-02-11T01:37:42.300Z,temperature,11,talking,37:42.3,2021-02-11T01:37:39.912Z
102,19954,1025.11,2021-02-11T01:37:42.306Z,pressure,11,talking,37:42.3,2021-02-11T01:37:39.912Z
103,19953,1025.09,2021-02-11T01:37:42.348Z,pressure,11,talking,37:42.3,2021-02-11T01:37:39.912Z
104,20075,31.86,2021-02-11T01:37:42.355Z,temperature,11,talking,37:42.4,2021-02-11T01:37:39.912Z
105,19952,1025.12,2021-02-11T01:37:42.389Z,pressure,11,talking,37:42.4,2021-02-11T01:37:39.912Z
106,20074,31.74,2021-02-11T01:37:42.410Z,temperature,11,talking,37:42.4,2021-02-11T01:37:39.912Z
107,19951,1025.1,2021-02-11T01:37:42.430Z,pressure,11,talking,37:42.4,2021-02-11T01:37:39.912Z
108,20073,31.64,2021-02-11T01:37:42.465Z,temperature,11,talking,37:42.5,2021-02-11T01:37:39.912Z
109,19950,1025.12,2021-02-11T01:37:42.471Z,pressure,11,talking,37:42.5,2021-02-11T01:37:39.912Z
110,19949,1025.11,2021-02-11T01:37:42.513Z,pressure,11,talking,37:42.5,2021-02-11T01:37:39.912Z
111,20072,31.58,2021-02-11T01:37:42.520Z,temperature,11,talking,37:42.5,2021-02-11T01:37:39.912Z
112,19948,1025.12,2021-02-11T01:37:42.554Z,pressure,11,talking,37:42.6,2021-02-11T01:37:39.912Z
113,20071,31.5,2021-02-11T01:37:42.575Z,temperature,11,talking,37:42.6,2021-02-11T01:37:39.912Z
114,19947,1025.09,2021-02-11T01:37:42.595Z,pressure,11,talking,37:42.6,2021-02-11T01:37:39.912Z
115,20070,31.53,2021-02-11T01:37:42.630Z,temperature,11,talking,37:42.6,2021-02-11T01:37:39.912Z
116,19946,1025.09,2021-02-11T01:37:42.637Z,pressure,11,talking,37:42.6,2021-02-11T01:37:39.912Z
117,19945,1025.03,2021-02-11T01:37:42.678Z,pressure,11,talking,37:42.7,2021-02-11T01:37:39.912Z
118,20069,31.46,2021-02-11T01:37:42.685Z,temperature,11,talking,37:42.7,2021-02-11T01:37:39.912Z
119,19944,1025.02,2021-02-11T01:37:42.719Z,pressure,11,talking,37:42.7,2021-02-11T01:37:39.912Z
120,20068,31.42,2021-02-11T01:37:42.740Z,temperature,11,talking,37:42.7,2021-02-11T01:37:39.912Z
121,19943,1025.03,2021-02-11T01:37:42.760Z,pressure,11,talking,37:42.8,2021-02-11T01:37:39.912Z
122,20067,31.39,2021-02-11T01:37:42.795Z,temperature,11,talking,37:42.8,2021-02-11T01:37:39.912Z
123,19942,1025.04,2021-02-11T01:37:42.802Z,pressure,11,talking,37:42.8,2021-02-11T01:37:39.912Z
124,19941,1024.96,2021-02-11T01:37:42.843Z,pressure,11,talking,37:42.8,2021-02-11T01:37:39.912Z
125,20066,31.35,2021-02-11T01:37:42.850Z,temperature,11,talking,37:42.9,2021-02-11T01:37:39.912Z
126,19940,1024.96,2021-02-11T01:37:42.884Z,pressure,11,talking,37:42.9,2021-02-11T01:37:39.912Z
127,20065,31.37,2021-02-11T01:37:42.905Z,temperature,11,talking,37:42.9,2021-02-11T01:37:39.912Z
128,19939,1025.01,2021-02-11T01:37:42.926Z,pressure,11,talking,37:42.9,2021-02-11T01:37:39.912Z
129,20064,31.35,2021-02-11T01:37:42.960Z,temperature,11,talking,37:43.0,2021-02-11T01:37:39.912Z
130,19938,1025.03,2021-02-11T01:37:42.967Z,pressure,11,talking,37:43.0,2021-02-11T01:37:39.912Z
131,19937,1025.02,2021-02-11T01:37:43.008Z,pressure,11,talking,37:43.0,2021-02-11T01:37:39.912Z
132,20063,31.35,2021-02-11T01:37:43.015Z,temperature,11,talking,37:43.0,2021-02-11T01:37:39.912Z
133,19936,1024.98,2021-02-11T01:37:43.049Z,pressure,11,talking,37:43.0,2021-02-11T01:37:39.912Z
134,20062,31.31,2021-02-11T01:37:43.070Z,temperature,11,talking,37:43.1,2021-02-11T01:37:39.912Z
135,19935,1024.98,2021-02-11T01:37:43.091Z,pressure,11,talking,37:43.1,2021-02-11T01:37:39.912Z
136,20061,31.34,2021-02-11T01:37:43.125Z,temperature,11,talking,37:43.1,2021-02-11T01:37:39.912Z
137,19934,1024.95,2021-02-11T01:37:43.132Z,pressure,11,talking,37:43.1,2021-02-11T01:37:39.912Z
138,19933,1024.93,2021-02-11T01:37:43.173Z,pressure,11,talking,37:43.2,2021-02-11T01:37:39.912Z
139,20060,31.3,2021-02-11T01:37:43.180Z,temperature,11,talking,37:43.2,2021-02-11T01:37:39.912Z
140,19932,1024.94,2021-02-11T01:37:43.215Z,pressure,11,talking,37:43.2,2021-02-11T01:37:39.912Z
141,20059,31.41,2021-02-11T01:37:43.235Z,temperature,11,talking,37:43.2,2021-02-11T01:37:39.912Z
